Link,Type,Name,Instructure,Level,Duration,Date created,Rating
https://www.pluralsight.com/courses/sqlserver-diagnosing-configuration-issues-dmv,courses,SQL Server 2017: Diagnosing Configuration Issues with DMVs,by Glenn Berry,Intermediate,1h 46m,19-Jul-18,21.0
https://www.pluralsight.com/courses/serverless-data-processing-dataflow-foundations,courses,Serverless Data Processing with Dataflow: Foundations,by Google Cloud,Intermediate,42m,30-Jul-24,
https://www.pluralsight.com/courses/microsoft-azure-creating-configuring-storage-accounts,courses,Creating and Configuring Microsoft Azure Storage Accounts,by Neil Morrissey,Intermediate,3h 54m,26-Feb-20,128.0
https://www.pluralsight.com/courses/building-multidimensional-models-ssas,courses,Building Multidimensional Models in SSAS,by Stacia Misner Varga,Beginner,3h 52m,26-Dec-19,22.0
https://www.pluralsight.com/courses/microsoft-azure-data-security-policy-managing,courses,Managing Data Security and Policy in Microsoft Azure,by John Savill,Intermediate,1h 17m,24-Jun-19,17.0
https://www.pluralsight.com/courses/architecting-cisco-secure-communications,courses,Architecting Cisco Secure Communications,by Martin Brown,Intermediate,2h,09-Jan-20,11.0
https://www.pluralsight.com/courses/implementing-ssrs-report-layouts,courses,Implementing SSRS Report Layouts,by Jared Westover,Beginner,2h 16m,28-Aug-20,
https://www.pluralsight.com/courses/ocp-12c-performing-backup-recovery-using-new-features-rman,courses,OCP 12c Performing Backup and Recovery Using New Features of RMAN,by Tim Boles,Advanced,2h 40m,04-May-17,18.0
https://www.pluralsight.com/courses/building-cloud-native-solutions-azure-visual-studio,courses,Building Cloud-native Solutions for Azure with Visual Studio,by Barry Luijbregts,Beginner,1h 6m,14-May-19,37.0
https://www.pluralsight.com/courses/heroku-application-reliability-performance,courses,Ensuring Application Reliability and Performance on Heroku,by Soham Kamani,Intermediate,1h 23m,02-Dec-20,
https://www.pluralsight.com/courses/storing-data-aws,courses,Storing Data on AWS,by Fernando Medina Corey,Intermediate,2h 51m,25-Jul-20,27.0
https://www.pluralsight.com/courses/nodejs-express-web-applications-building,courses,Building Web Applications with Node.js and Express,by Jonathan Mills,Intermediate,2h 51m,25-May-21,121.0
https://www.pluralsight.com/courses/data-executive-briefing,courses,Data: Executive Briefing,by Simon Allardice,Beginner,37m,16-Sep-22,607.0
https://www.pluralsight.com/courses/analyzing-data-aws,courses,Analyzing Data on AWS,by Clarke Bishop,Intermediate,2h 12m,10-Nov-20,30.0
https://www.pluralsight.com/courses/microsoft-azure-data-storage-monitoring,courses,Monitoring Microsoft Azure Data Storage,by John Savill,Intermediate,1h 8m,31-May-19,17.0
https://www.pluralsight.com/courses/google-cloud-platform-leveraging-architectural-design-patterns,courses,Leveraging Architectural Design Patterns on the Google Cloud,by Janani Ravi,Advanced,2h 30m,10-Jan-19,19.0
https://www.pluralsight.com/courses/collecting-data-aws,courses,Collecting Data on AWS,by Fernando Medina Corey,Intermediate,2h 18m,11-Jun-20,33.0
https://www.pluralsight.com/courses/ocp-12c-dba-enhancements,courses,OCP 12c Enhancements for the DBA,by Tim Boles,Advanced,2h 15m,27-Dec-17,
https://www.pluralsight.com/courses/ocp-12c-performance-enhancements-using,courses,OCP 12c Using Performance Enhancements in Oracle 12c,by Tim Boles,Advanced,2h 9m,29-Aug-17,
https://www.pluralsight.com/courses/loading-data-ssis,courses,Loading Data with SSIS,by Mike McQuillan,Beginner,3h,02-Sep-20,16.0
https://www.pluralsight.com/courses/dimensional-modeling-microsoft-sql-server-platform,courses,Dimensional Modeling on the Microsoft SQL Server Platform,by Christopher Smith,Intermediate,3h 9m,12-Aug-19,49.0
https://www.pluralsight.com/courses/amazon-elasticache-best-practices,courses,Amazon ElastiCache: Best Practices,by Raj Saha,Advanced,2h 21m,12-Apr-21,17.0
https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-implement-storage-strategy,courses,Microsoft Azure Solutions Architect: Implement a Storage Strategy,by Neil Morrissey,Advanced,1h 13m,31-Mar-21,36.0
https://www.pluralsight.com/courses/aws-storage-big-data-managing,courses,Managing Big Data with AWS Storage Options,by Nertil Poci,Advanced,1h 38m,10-Mar-21,17.0
https://www.pluralsight.com/courses/snowflake-architecture-overview-getting-started,courses,Snowflake Architecture and Overview: Getting Started,by Alejandro Romero,Beginner,1h 16m,24-Dec-21,88.0
https://www.pluralsight.com/courses/big-data-aws-big-picture,courses,Big Data on AWS: The Big Picture,by Andrew Brust,Beginner,1h 32m,22-Oct-19,67.0
https://www.pluralsight.com/courses/storing-managing-data-postgres-heroku,courses,Storing and Managing Data with Postgres on Heroku,by Pinal Dave,Intermediate,2h 27m,30-Sep-20,18.0
https://www.pluralsight.com/courses/amazon-rds-best-practices,courses,Amazon RDS: Best Practices,by Ian Fogelman,Advanced,3h 22m,12-Mar-21,18.0
https://www.pluralsight.com/courses/getting-started-entity-framework-core,courses,Entity Framework Core 3.1: Getting Started,by Julie Lerman,Beginner,3h 44m,08-Mar-21,208.0
https://www.pluralsight.com/courses/sql-server-security-fundamentals,courses,SQL Server Security Fundamentals,by Pinal Dave,Beginner,1h 29m,19-Jul-23,13.0
https://www.pluralsight.com/courses/up-running-mysql,courses,Up and Running with MySQL,by Jeff Iannucci,Intermediate,48m,04-Oct-23,
https://www.pluralsight.com/courses/entity-framework-core-2-getting-started,courses,Entity Framework Core 2: Getting Started,by Julie Lerman,Beginner,2h 42m,06-Aug-19,260.0
https://www.pluralsight.com/courses/spring-framework-6-persistence-spring-data-jdbc-3,courses,Persistence Using Spring Data JDBC 3.0.0 and Spring Framework 6,by Bryan Hansen,Intermediate,2h 32m,08-Sep-23,11.0
https://www.pluralsight.com/courses/ef-core-6-big-picture,courses,EF Core: The Big Picture,by Julie Lerman,Beginner,1h 2m,17-Jan-24,83.0
https://www.pluralsight.com/courses/access-2019-essentials,courses,Access 2019 Essentials,by Shari Oswald,Beginner,1h 39m,03-Oct-19,27.0
https://www.pluralsight.com/courses/ef-core-6-fundamentals,courses,EF Core 6 Fundamentals,by Julie Lerman,Beginner,7h 45m,03-May-22,176.0
https://www.pluralsight.com/courses/ef-core-testing,courses,Testing with EF Core 2,by Kevin Dockx,Intermediate,1h 13m,19-May-22,97.0
https://www.pluralsight.com/courses/sql-server-data-manipulation-essentials,courses,SQL Server Data Manipulation Essentials,by Pinal Dave,Beginner,27m,13-Feb-24,11.0
https://www.pluralsight.com/courses/mysql-administration,courses,MySQL Administration,by Pinal Dave,Beginner,2h 1m,07-Aug-23,
https://www.pluralsight.com/courses/ruby-rails-7-active-record-models,courses,Ruby on Rails 7 Active Record Models,by Raphael Alampay,Intermediate,2h 22m,16-Jun-23,
https://www.pluralsight.com/courses/connecting-sql-server-databricks,courses,Connecting to SQL Server from Databricks,by Kishan Iyer,Advanced,55m,23-Mar-22,
https://www.pluralsight.com/courses/configuring-net-services-oracle-cert,courses,Configuring Net Services with Oracle,by Agaba Philip,Advanced,50m,14-Jul-22,
https://www.pluralsight.com/courses/amazon-dynamodb-best-practices,courses,Amazon DynamoDB: Best Practices,by Raj Saha,Advanced,3h 18m,14-Oct-20,27.0
https://www.pluralsight.com/courses/ef-core-8-fundamentals,courses,EF Core 8 Fundamentals,by Julie Lerman,Beginner,8h 11m,16-Jan-24,37.0
https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-design-storage-accounts,courses,Microsoft Azure Solutions Architect: Design Storage Accounts,by John Savill,Advanced,1h 2m,29-Oct-20,21.0
https://www.pluralsight.com/courses/h2-java-applications,courses,Using H2 1 in Your Java Applications: Getting Started,by Nicolae Caprarescu,Beginner,1h 40m,19-Apr-22,15.0
https://www.pluralsight.com/courses/implementing-etl-pipelines-microsoft-sql-server-platform,courses,Implementing ETL Pipelines on the Microsoft SQL Server Platform,by Thomas LeBlanc,Beginner,2h 1m,02-Oct-20,15.0
https://www.pluralsight.com/courses/fundamentals-mongoose-for-node-mongodb,courses,Fundamentals of Mongoose for Node and MongoDB,by Mark Scott,Intermediate,1h 56m,29-Nov-18,56.0
https://www.pluralsight.com/courses/aspdotnet-core-6-entity-framework-6-tailwindcss-vue-3-building-web-app,courses,"Building a Web App with ASP.NET Core, MVC, Entity Framework, TailwindCSS, and Vue",by Shawn Wildermuth,Advanced,8h 21m,03-Jan-24,25.0
https://www.pluralsight.com/courses/pulumi-getting-started,courses,Getting Started with Pulumi,by Floyd May,Beginner,1h 32m,30-Apr-21,25.0
https://www.pluralsight.com/courses/php-web-application-security,courses,PHP 8 Web Application Security,by Christian Wenz,Intermediate,5h 19m,05-May-22,50.0
https://www.pluralsight.com/courses/scaling-sqlserver2012-2014-part2,courses,SQL Server: Scaling SQL Server 2012 and 2014: Part 2,by Glenn Berry,Intermediate,2h 46m,08-Sep-16,24.0
https://www.pluralsight.com/courses/exploring-apache-beam-sdk-modeling-streaming-data-processing,courses,Exploring the Apache Beam SDK for Modeling Streaming Data for Processing,by Janani Ravi,Beginner,3h 29m,18-Sep-20,
https://www.pluralsight.com/courses/amazon-elasticache-service-introduction,courses,Amazon ElastiCache Service Introduction,by AWS,Beginner,5m,03-Sep-20,
https://www.pluralsight.com/courses/managing-enterprise-snowflake-data-platform,courses,Managing an Enterprise Snowflake Data Platform,by Warner Chaves,Intermediate,2h 27m,20-Oct-20,33.0
https://www.pluralsight.com/courses/amazon-redshift-high-performance-data-warehousing,courses,High-performance Data Warehousing with Amazon Redshift,by Russ Thomas,Intermediate,2h 34m,08-Aug-18,20.0
https://www.pluralsight.com/courses/introduction-aws-data-pipeline,courses,Introduction to AWS Data Pipeline,by AWS,Beginner,12m,24-Sep-20,13.0
https://www.pluralsight.com/courses/understanding-cloud-spanner,courses,Understanding Cloud Spanner,by Google Cloud,Beginner,9m,01-Dec-23,
https://www.pluralsight.com/courses/create-data-models-json,courses,Create Data Models in JSON,by Kishan Iyer,Beginner,1h 29m,18-Jul-20,32.0
https://www.pluralsight.com/courses/laravel-php-framework-getting-started-models-data,courses,Getting Started with Laravel (PHP Framework) 7: Models and Data,by Max Schwarzmueller,Beginner,2h 22m,29-Jun-22,106.0
https://www.pluralsight.com/courses/android-fundamentals-realm,courses,Android Realm Fundamentals,by Sriyank Siddhartha,Beginner,2h 29m,21-Apr-17,40.0
https://www.pluralsight.com/courses/introduction-azure-data-migration-service,courses,Introduction to the Azure Data Migration Service,by Robert Cain,Beginner,45m,25-Mar-20,16.0
https://www.pluralsight.com/courses/sequelize-orm-nodejs-introduction,courses,Introduction to Sequelize ORM for Node.js 6,by Patrick Schroeder,Intermediate,2h 28m,08-Jun-22,37.0
https://www.pluralsight.com/courses/sql-tables-selecting-inserting-deleting-data,courses,"SQL: Creating Tables, Selecting, Inserting, and Deleting Data (Interactive)",by Chari Clark,Beginner,42m,28-Oct-21,163.0
https://www.pluralsight.com/courses/hibernate-fundamentals,courses,Hibernate Fundamentals,by Catalin Tudose,Beginner,2h 39m,07-Mar-24,
https://www.pluralsight.com/courses/troubleshooting-sql-server-performance-problems,courses,Troubleshooting SQL Server Performance Problems,by Viktor Suha,Beginner,1h 47m,02-Jul-20,44.0
https://www.pluralsight.com/courses/code-school-super-sweet-android-time,courses,Code School: Super Sweet Android Time,by Sarah Holderness,Intermediate,50m,02-Apr-18,
https://www.pluralsight.com/courses/sql-server-tools-effective-query-analysis,courses,Effective Query Analysis with SQL Server Tools,by Thomas LeBlanc,Beginner,44m,18-Mar-24,
https://www.pluralsight.com/courses/visual-studio-code-aspdotnet-projects,courses,Using Visual Studio Code for ASP.NET Core 2 Projects,by Shawn Wildermuth,Intermediate,2h 26m,14-Jun-22,76.0
https://www.pluralsight.com/courses/asp-dot-net-core-entity-framework-working-user-data,courses,ASP.NET Core: Using Entity Framework and Working with User Data (Interactive),by Eric Fisher,Beginner,56m,28-Oct-21,
https://www.pluralsight.com/courses/android-fundamentals-content-providers,courses,Android Fundamentals: Content Providers,by Sriyank Siddhartha,Beginner,3h 26m,17-Oct-17,39.0
https://www.pluralsight.com/courses/code-school-from-form-to-table-with-laravel,courses,Code School: From Form to Table with Laravel,by Hampton Paulk,Intermediate,43m,02-Apr-18,11.0
https://www.pluralsight.com/courses/software-dev-sec-cissp-cert,courses,Software Development Security for CISSP®,by Kevin Henry,Intermediate,3h 8m,24-Apr-24,
https://www.pluralsight.com/courses/designing-apis-microservices,courses,Designing APIs for Microservices,by Esteban Herrera,Beginner,1h 16m,04-Jun-24,
https://www.pluralsight.com/courses/comptia-cloud-plus-cloud-architecture,courses,CompTIA Cloud+ (CV0-004): Cloud Architecture,by Michael Brown,Intermediate,5h 18m,23-Jul-24,
https://www.pluralsight.com/courses/how-to-build-new-skills-in-oracle-digital-assistant-leveraging-bots,courses,How to Build New Skills in Oracle Digital Assistant - Leveraging Bots,by Tim Boles,Intermediate,1h 23m,10-Jan-20,
https://www.pluralsight.com/courses/drupal-10-optimization-security,courses,Drupal 10 Optimization and Security,by James Millar,Intermediate,1h 56m,15-Sep-23,
https://www.pluralsight.com/courses/sql-server-integration-services-data-cleansing,courses,Mastering ETL: Data Cleansing with SQL Server Integration Services,by Ana Voicu,Beginner,32m,22-Mar-24,
https://www.pluralsight.com/courses/clojure-fundamentals,courses,Clojure Fundamentals,by Zachary Bennett,Beginner,2h 30m,05-Dec-23,
https://www.pluralsight.com/courses/architecting-web-applications-spring,courses,Architecting Web Applications with Spring,by Kevin Jones,Intermediate,1h 58m,02-Jun-20,132.0
https://www.pluralsight.com/courses/cobol-big-picture,courses,COBOL Big Picture,by Tom Taulli,Beginner,1h 10m,30-Nov-21,
https://www.pluralsight.com/courses/mulesoft4-fundamentals,courses,MuleSoft 4 Fundamentals,by Axel Sirota,Beginner,2h 21m,24-Mar-22,27.0
https://www.pluralsight.com/courses/snowflake-scale-data,courses,Scale Data in Snowflake,by Pinal Dave,Intermediate,17m,08-Aug-24,
https://www.pluralsight.com/courses/fundamentals-php,courses,PHP Fundamentals,by Christian Wenz,Beginner,3h 12m,09-Aug-24,
https://www.pluralsight.com/courses/deep-dive-documentdb,courses,Deep Dive into DocumentDB,by AWS,Beginner,14m,08-Sep-20,
https://www.pluralsight.com/courses/langchain-development,courses,LangChain Development,by Tom Taulli,Intermediate,2h 55m,03-Oct-23,13.0
https://www.pluralsight.com/courses/snowflake-performance-optimization,courses,Performance Optimization in Snowflake,by Pinal Dave,Intermediate,15m,02-Jul-24,
https://www.pluralsight.com/courses/data-show-tell-crafting-ideal-basketball-team-python,courses,Data Show and Tell: Crafting the Ideal Basketball Team with Python,by Pinal Dave,Advanced,9m,25-Jun-24,12.0
https://www.pluralsight.com/courses/preparing-data-generative-ai,courses,Preparing Data with Generative AI,by Pinal Dave,Beginner,9m,28-May-24,
https://www.pluralsight.com/courses/snowflake-query-data,courses,Query Data with Snowflake,by Pinal Dave,Intermediate,36m,23-Jul-24,
https://www.pluralsight.com/courses/sql-server-advanced-triggers-optimize-troubleshoot,courses,Advanced SQL Server Triggers: Optimizing and Troubleshooting,by Lucian Lazar,Beginner,32m,15-Apr-24,
https://www.pluralsight.com/courses/podman-containerized-applications-managing-cert,courses,Managing Containerized Applications with Podman,by Andrei Balint,Intermediate,1h 20m,17-May-24,
https://www.pluralsight.com/courses/solarwinds-big-picture,courses,SolarWinds: The Big Picture,by Gladson,Beginner,1h 59m,12-Apr-22,
https://www.pluralsight.com/courses/moving-data-oracle,courses,Moving Data with Oracle,by Agaba Philip,Intermediate,15m,02-Sep-22,
https://www.pluralsight.com/courses/integration-services-fundamentals-part-two,courses,Integration Services Fundamentals Part 2,by Stacia Misner Varga,Beginner,3h 55m,06-Jun-22,
https://www.pluralsight.com/courses/configuring-deploying-data-warehouse-microsoft-sql-server-platform,courses,Configuring and Deploying a Data Warehouse on the Microsoft SQL Server Platform,by Dayo Bamikole,Advanced,1h 57m,13-Nov-20,
https://www.pluralsight.com/courses/powershell-continuous-monitoring,courses,Continuous Monitoring with PowerShell,by Liam Cleary,Beginner,3h 38m,23-Dec-22,
https://www.pluralsight.com/courses/firebase-build-fundamentals,courses,Firebase Build Fundamentals,by Majid Hajian,Beginner,7h 39m,01-Jun-23,
https://www.pluralsight.com/courses/fastapi-fundamentals,courses,FastAPI Fundamentals,by Reindert-Jan Ekker,Beginner,3h 26m,05-May-22,73.0
https://www.pluralsight.com/courses/azure-serverless-applications,courses,Building Serverless Applications in Azure,by Mark Heath,Beginner,4h 7m,15-Aug-17,47.0
https://www.pluralsight.com/courses/microsoft-azure-data-explorer-starting,courses,How to Start with Microsoft Azure Data Explorer,by Xavier Morera,Beginner,4h 6m,29-Jun-20,18.0
https://www.pluralsight.com/courses/amazon-quicksight-visualizing-data,courses,Visualizing Data with Amazon QuickSight,by Aaron Medacco,Intermediate,3h 2m,19-Jan-18,30.0
https://www.pluralsight.com/courses/spring-data-2022-big-picture,courses,Spring Data 2022: The Big Picture,by Catalin Tudose,Beginner,54m,29-Sep-23,
https://www.pluralsight.com/courses/phoenix-getting-started,courses,Getting Started with Phoenix 1,by Nate Taylor,Beginner,2h 52m,20-Apr-22,37.0
https://www.pluralsight.com/courses/firebase-build-big-picture,courses,Firebase Build: The Big Picture,by Colin Matthews,Beginner,41m,28-Jul-22,
https://www.pluralsight.com/courses/sql-server-work-dynamic-data-patterns,courses,Work with Dynamic Data Patterns in SQL Server,by Ana Voicu,Beginner,32m,21-May-24,
https://www.pluralsight.com/courses/mongodb-persistence-using-spring-data-mongodb,courses,MongoDB Persistence Using Spring Data MongoDB,by Dan Geabunea,Intermediate,2h 43m,22-Dec-23,
https://www.pluralsight.com/courses/volt-typhoon-credential-dumping-emulation,courses,Volt Typhoon: T1003.003 Credential Dumping Emulation,by Matthew Lloyd Davies,Intermediate,7m,03-May-24,
https://www.pluralsight.com/courses/amazon-neptune-service-introduction,courses,Amazon Neptune Service Introduction,by AWS,Beginner,5m,03-Sep-20,
https://www.pluralsight.com/courses/models-django,courses,Django Models,by Reindert-Jan Ekker,Intermediate,2h 33m,26-Apr-24,
https://www.pluralsight.com/courses/developing-applications-cloud-functions-google-cloud,courses,Developing Applications with Cloud Functions on Google Cloud,by Google Cloud,Intermediate,1h 26m,27-Jan-23,
https://www.pluralsight.com/courses/power-bi-build-reports,courses,Build Power BI Reports,by Ana Voicu,Intermediate,55m,14-Aug-24,
https://www.pluralsight.com/courses/authenticating-users-firebase-authentication-service-playbook,courses,Authenticating Users with Firebase Authentication Service Playbook,by Todd Shelton,Intermediate,3h 39m,14-May-18,
https://www.pluralsight.com/courses/building-highly-connected-applications-amazon-neptune,courses,Building Highly Connected Applications using Amazon Neptune,by AWS,Beginner,29m,08-Sep-20,
https://www.pluralsight.com/courses/amazon-documentdb-service-introduction,courses,Amazon DocumentDB Service Introduction,by AWS,Beginner,5m,03-Sep-20,
https://www.pluralsight.com/courses/laravel-9-big-picture,courses,Laravel: The Big Picture,by Steve Buchanan,Beginner,1h 1m,18-Mar-24,12.0
https://www.pluralsight.com/courses/java-dates-times-programming,courses,Programming with Dates and Times in Java,by Maurice Naftalin,Intermediate,2h 11m,10-Aug-21,48.0
https://www.pluralsight.com/courses/amazon-aurora-service-introduction,courses,Amazon Aurora Service Introduction,by AWS,Beginner,5m,01-Sep-20,14.0
https://www.pluralsight.com/courses/innovating-data-google-cloud-6,courses,Innovating with Data and Google Cloud,by Google Cloud,Beginner,1h 26m,21-Mar-23,
https://www.pluralsight.com/courses/windows-powershell-wmi-managing,courses,Managing with Windows PowerShell and WMI,by Adam Bertram,Intermediate,1h 5m,22-Mar-24,
https://www.pluralsight.com/courses/cobol-fundamentals,courses,COBOL Fundamentals,by Tom Taulli,Beginner,2h 27m,22-Jul-22,
https://www.pluralsight.com/courses/microsoft-azure-sdk-fundamentals-go-developers,courses,Microsoft Azure SDK Fundamentals for GO Developers,by Ashish Minocha,Beginner,2h 7m,29-Jun-21,
https://www.pluralsight.com/courses/data-management-tools-databricks,courses,Data Management Tools on Databricks,by Kishan Iyer,Intermediate,1h 25m,30-Aug-22,
https://www.pluralsight.com/courses/flutter-fundamentals,courses,Flutter Fundamentals,by Simone Alessandria,Beginner,3h 43m,13-Jun-24,
https://www.pluralsight.com/courses/julia-1-fundamentals,courses,Julia 1 Fundamentals,by Dan Tofan,Beginner,3h 13m,17-May-22,
https://www.pluralsight.com/courses/info-systems-operations-business-resilience-isaca-cert,courses,Information Systems Operations and Business Resilience: Information Systems Operations,by Kevin Henry,Beginner,2h 24m,13-Aug-24,
https://www.pluralsight.com/courses/octopus-deploy-getting-started,courses,Getting Started with Octopus Deploy,by Chris Behrens,Intermediate,2h 6m,08-Apr-21,32.0
https://www.pluralsight.com/courses/amazon-athena-advanced-operations,courses,Advanced Operations with Amazon Athena,by Sadequl Hussain,Advanced,2h 18m,25-Jun-19,
https://www.pluralsight.com/courses/scaffolding-spring-boot-and-angular-with-jhipster,courses,Scaffolding Spring Boot and Angular Web Apps with JHipster 4,by Michael Hoffman,Intermediate,2h 31m,20-Jun-22,26.0
https://www.pluralsight.com/courses/php-unit-testing,courses,PHP Unit Testing,by Travis Thomsen,Intermediate,3h 15m,22-May-24,
https://www.pluralsight.com/courses/building-scalable-java-microservices-spring-boot-spring-cloud-4,courses,Building Scalable Java Microservices with Spring Boot and Spring Cloud,by Google Cloud,Intermediate,26m,12-Aug-24,
https://www.pluralsight.com/courses/react-17-building-essential-ui-data-elements,courses,Building Essential UI Data Elements in React 17,by Peter Kellner,Intermediate,3h 28m,01-Dec-21,18.0
https://www.pluralsight.com/courses/flutter-firebase-creating-full-stack-app,courses,Creating a Full Stack App with Flutter and Firebase,by Majid Hajian,Intermediate,4h 49m,21-Jun-24,
https://www.pluralsight.com/courses/microsoft-azure-architecture-aws-architects-update,courses,Microsoft Azure Architecture for AWS Architects,by John Savill,Intermediate,3h 7m,24-Sep-20,
https://www.pluralsight.com/courses/murachs-mainframe-cobol,courses,Murach’s Mainframe COBOL,by Tom Taulli,Beginner,5h 55m,20-Aug-21,
https://www.pluralsight.com/courses/azure-devops-server-2020-fundamentals,courses,Azure DevOps Server 2020 Fundamentals,by Benjamin Day,Beginner,5h 40m,09-Feb-22,22.0
https://www.pluralsight.com/courses/gartner-ea-fundamentals,courses,Gartner EA Fundamentals,by Pluralsight,Beginner,39m,29-Nov-23,
https://www.pluralsight.com/courses/crash-course-google-cloud-platform,courses,Crash Course on Google Cloud Platform,by Mattias Andersson,Beginner,2h 37m,09-Jun-23,
https://www.pluralsight.com/courses/microsoft-tpl-dataflow,courses,Advanced Data and Stream Processing with Microsoft TPL Dataflow,by Szymon Warda,Advanced,2h 54m,25-Feb-21,64.0
https://www.pluralsight.com/courses/html5-creating-offline-first-mobile-apps,courses,Creating Offline-first Mobile Apps with HTML5,by Chris Minnick,Beginner,2h 35m,24-Apr-17,27.0
https://www.pluralsight.com/courses/database-admin-fundamentals,courses,Microsoft MTA: Database Administration Fundamentals,by Don Jones,Beginner,4h 35m,25-Mar-21,533.0
https://www.pluralsight.com/courses/microsoft-azure-workloads-migrating,courses,Migrating Workloads to Microsoft Azure,by Michael Teske,Intermediate,1h 20m,21-Oct-19,15.0
https://www.pluralsight.com/courses/becoming-better-communicator,courses,Becoming a Better Communicator,by Jason Alba,Beginner,1h 16m,13-Jan-23,50.0
https://www.pluralsight.com/courses/running-large-solution-at-scale,courses,Running a Large Solution at Scale,by Tommy van Schaik,Advanced,2h 3m,21-Jan-21,15.0
https://www.pluralsight.com/courses/business-analysis-techniques-toolkit,courses,The Business Analysis Techniques Toolkit,by Casey Ayers,Intermediate,2h 44m,22-Oct-19,25.0
https://www.pluralsight.com/courses/public-speaking-effective-presentations,courses,The Art of Public Speaking and Effective Presentations,by John Papa,Beginner,2h 27m,10-May-17,510.0
https://www.pluralsight.com/courses/building-successful-change-strategy,courses,Building a Successful Change Strategy,by Alice Meredith,Intermediate,28m,15-Jul-20,75.0
https://www.pluralsight.com/courses/prioritizing-tasks-managing-time-greater-productivity,courses,Prioritizing Tasks and Managing Time for Greater Productivity,by Jason Alba,Beginner,2h 18m,07-Oct-20,357.0
https://www.pluralsight.com/courses/using-office-365-groups,courses,Using Office 365 Groups,by Heather Fitzpatrick,Beginner,30m,11-Jun-19,15.0
https://www.pluralsight.com/courses/tracing-leveraging-requirements,courses,Tracing and Leveraging Requirements,by Jamie Champagne,Intermediate,1h 2m,28-Apr-20,15.0
https://www.pluralsight.com/courses/building-healthy-interpersonal-relationships-work,courses,Building Healthy Interpersonal Relationships at Work,by Stephen Haunts,Beginner,2h 17m,12-Feb-20,45.0
https://www.pluralsight.com/courses/lean-agile-it-management,courses,Lean Agile IT Management,by Frederico Aranha,Beginner,1h 17m,30-Aug-21,15.0
https://www.pluralsight.com/courses/workplace-stress-anxiety,courses,Dealing with Stress and Anxiety in the Workplace,by Alan Ackmann,Beginner,1h 26m,25-Jun-20,35.0
https://www.pluralsight.com/courses/powerpoint-2019-power-users,courses,PowerPoint 2019 Power Users,by Bill Kulterman,Intermediate,2h 37m,16-Apr-19,25.0
https://www.pluralsight.com/courses/building-successful-virtual-teams,courses,Building Successful Virtual Teams,by Chase DeHan,Beginner,1h 48m,11-Jun-20,85.0
https://www.pluralsight.com/courses/voip-web-calls-better-remote-communication,courses,VoIP and Web Calls: Tips for Better Remote Communications,by Amber Israelsen,Beginner,1h 23m,24-Feb-17,65.0
https://www.pluralsight.com/courses/developing-team-culture,courses,Developing a Team and Its Culture,by Tony Curtis,Beginner,1h 17m,17-Dec-21,85.0
https://www.pluralsight.com/courses/speaking-fundamentals,courses,Speaking Fundamentals,by Rob Conery,Beginner,4h 9m,03-Apr-17,156.0
https://www.pluralsight.com/courses/microsoft-365-office-online,courses,Microsoft 365: Office Online,by ClipTraining,Beginner,5h 47m,06-Apr-21,56.0
https://www.pluralsight.com/courses/using-outlook-2016,courses,Using Outlook (2016),by Shari Oswald,Beginner,3h 20m,08-Sep-16,45.0
https://www.pluralsight.com/courses/icagile-icp-fdo-continuous-delivery,courses,ICAgile (ICP-FDO): Continuous Delivery,by Chris Behrens,Intermediate,1h 37m,09-Nov-21,
https://www.pluralsight.com/courses/icagile-icp-fdo-operations,courses,ICAgile (ICP-FDO): Operations,by Chris Behrens,Intermediate,1h 8m,22-Nov-21,
https://www.pluralsight.com/courses/ms-project-2013-intro,courses,An Introduction to Microsoft Project 2010 and 2013,by Ben Howard,Beginner,2h 37m,03-Jan-20,420.0
https://www.pluralsight.com/courses/appsheet-administration,courses,AppSheet Administration,by Google Cloud,Intermediate,1h 17m,30-Nov-23,
https://www.pluralsight.com/courses/cultivating-communication-excellence,courses,Cultivating Communication Excellence,by Jo Harder,Intermediate,27m,13-Jan-21,30.0
https://www.pluralsight.com/courses/project-2019-online-power-users,courses,Project 2019 Online Power Users,by Diane McSorley,Intermediate,1h 30m,06-Nov-19,
https://www.pluralsight.com/courses/techskillsday-interview-rachel-higham,courses,"Interview with Rachel Higham, Managing Director of IT for BT Technology",by #TechSkillsDay,Beginner,16m,04-May-20,
https://www.pluralsight.com/courses/call-monitoring-measure-quality,courses,Using Call Monitoring to Measure Quality,by Theresa Miller,Beginner,37m,17-Jan-17,
https://www.pluralsight.com/courses/automating-excel-online-office-scripts,courses,Building Excel Online Automation with Office Scripts,by Brent Allen,Intermediate,1h 44m,10-Sep-20,
https://www.pluralsight.com/courses/ps-live-2019-mainstage,courses,Pluralsight LIVE 2019: Mainstage,by Pluralsight LIVE,Beginner,3h 11m,18-Sep-19,
https://www.pluralsight.com/courses/diversity-inclusion-terms-labels-acronyms,courses,"Diversity and Inclusion: What All the Terms, Labels, and Acronyms Really Mean",by Dr. Lyron H. Andrews,Beginner,1h 14m,25-Jun-21,17.0
https://www.pluralsight.com/courses/getting-started-icagile-icp-tst,courses,ICAgile (ICP-TST): Getting Started,by Chris Behrens,Beginner,1h 1m,09-Dec-21,
